rank,standard_code,standard_text
38,1.L.V.3.e,Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C)
39,1.T.RA.2.b,"Explore various sources of information, including print, digital, and personal communication. (I)"
40,1.F.P.3.c,"Encode one-syllable nonsense words with a variety of spelling patterns (VC, CVC, CVCe, VCC, CCVC, CVCC, CCVCC)."
41,1.P.CP.2.b,Integrate modes and genres most appropriate to purpose and audience. (I/C)
42,1.T.RA.2.a,"Refer to parts of texts when supporting an idea, answer, or opinion. (I)"
43,1.P.AC.1.b,"Identify, apply, and analyze important, interesting, or effective uses of language, explaining or evaluating how specific word choices affect the target audience and support the text’s purpose. (I/C)"
44,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
45,1.P.EICC.3.c,"Draw from, compare, build, and integrate prior knowledge with the material in the text, addressing inconsistencies or gaps and adding to knowledge repertoires as appropriate. (I)"
46,1.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
47,1.P.ST.2.c,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)"
48,1.T.T.2.d,"Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)"
49,1.T.T.2.a,"Identify techniques used to craft expository texts, including main topic and supporting details. (I)"
50,1.T.C.1.a,"Identify the general purpose (e.g., to tell stories, to provide information, to share opinions, to explain ideas) and target audience in a variety of texts. (I)"
